Company,Product_Type,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,sustainability_rating,sustainability_category
Zara,Organic_Cotton,0.2497619047619048,0.9375,0.86025,0.625,0.7650000000000001,0.6875023809523809,Not Sustainable
Adidas,Polyester,0.5223809523809524,1.0,0.22025000000000006,0.5225,0.07500000000000007,0.46802619047619054,Moderately Sustainable
Nike,Synthetic_Blend,0.8019047619047619,0.75,0.8282499999999999,0.565,0.54,0.6970309523809524,Not Sustainable
Nike,Polyester,0.9469047619047619,0.4375,0.34775,0.81375,0.05500000000000005,0.5201809523809524,Not Sustainable
Urban Outfitters,Microfiber,0.32476190476190475,0.375,0.7982500000000001,0.8,0.14,0.48760238095238106,Moderately Sustainable
Forever 21,Organic_Cotton,0.03880952380952385,0.0,0.8215000000000001,0.4850000000000001,0.11499999999999999,0.2920619047619048,Moderately Sustainable
Nike,Tencel,0.09595238095238096,1.0,0.21550000000000002,0.46250000000000013,0.685,0.4917904761904762,Moderately Sustainable
Adidas,Tencel,0.4471428571428571,0.5625,0.8205,0.20625000000000004,0.4750000000000001,0.5022785714285715,Not Sustainable
Urban Outfitters,Cotton,0.48500000000000004,0.0,0.03675000000000006,0.025000000000000022,0.9650000000000001,0.30235,Moderately Sustainable
Zara,Tencel,0.9457142857142857,0.0625,0.1605000000000001,0.36125000000000007,0.385,0.3829928571428572,Moderately Sustainable
Adidas,Wool,0.06571428571428573,0.5,0.7677499999999999,0.15749999999999997,1.0,0.4981928571428572,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.1654761904761905,0.125,0.07550000000000012,0.645,0.9199999999999999,0.38619523809523815,Moderately Sustainable
Zara,Polyester,0.295952380952381,0.1875,0.7535000000000001,0.7525,0.5,0.49789047619047616,Moderately Sustainable
Forever 21,Synthetic_Blend,0.829047619047619,1.0,0.76125,0.028750000000000053,0.385,0.6008095238095239,Not Sustainable
Urban Outfitters,Cotton,0.5152380952380953,0.9375,0.38549999999999995,0.37250000000000005,0.5449999999999999,0.551147619047619,Not Sustainable
Adidas,Microfiber,0.5430952380952381,0.9375,0.2909999999999999,0.8987499999999999,0.6799999999999999,0.6700690476190475,Not Sustainable
Adidas,Microfiber,0.9692857142857143,0.75,0.9742500000000001,0.47625000000000006,0.9750000000000001,0.8289571428571427,Not Sustainable
Zara,Linen,0.04833333333333334,0.75,0.7895000000000001,0.2962500000000001,0.5700000000000001,0.49081666666666673,Moderately Sustainable
Urban Outfitters,Viscose,0.6057142857142856,0.625,0.14700000000000002,0.8062500000000001,0.10499999999999998,0.4577928571428571,Moderately Sustainable
Forever 21,Recycled_Poly,0.9552380952380952,0.4375,0.08574999999999999,0.17999999999999994,0.5150000000000001,0.4346976190476191,Moderately Sustainable
Urban Outfitters,Tencel,0.4533333333333333,0.0625,0.78575,0.6312500000000001,0.32000000000000006,0.45056666666666667,Moderately Sustainable
Nike,Organic_Cotton,0.07119047619047619,0.625,0.7055,0.7225000000000001,0.7650000000000001,0.5778380952380953,Not Sustainable
Zara,Synthetic_Blend,0.953095238095238,0.9375,0.3205,0.83375,0.30000000000000004,0.6689690476190476,Not Sustainable
Urban Outfitters,Linen,0.1588095238095238,0.1875,0.4357500000000001,0.895,0.09499999999999997,0.35441190476190476,Moderately Sustainable
Adidas,Polyester,0.2369047619047619,0.3125,0.20199999999999996,0.56,0.14500000000000002,0.2912809523809524,Moderately Sustainable
Urban Outfitters,Linen,0.9502380952380951,0.25,0.76675,0.7,0.5349999999999999,0.6403976190476189,Not Sustainable
Zara,Synthetic_Blend,0.8492857142857142,0.5625,0.7370000000000001,0.865,0.345,0.6717571428571428,Not Sustainable
Nike,Viscose,0.32357142857142857,0.25,0.29699999999999993,0.66875,0.875,0.48286428571428563,Moderately Sustainable
Forever 21,Organic_Cotton,0.49000000000000005,0.9375,0.4737500000000001,0.26875000000000004,0.41999999999999993,0.518,Not Sustainable
Adidas,Tencel,0.01904761904761909,0.625,0.42625,0.22875,0.19000000000000006,0.29780952380952386,Moderately Sustainable
Zara,Polyester,0.365952380952381,0.375,0.7105000000000001,0.12,0.685,0.45129047619047624,Moderately Sustainable
Nike,Nylon,0.914047619047619,0.3125,0.06824999999999992,0.4475,0.81,0.5104595238095238,Not Sustainable
Adidas,Organic_Cotton,0.3757142857142857,0.5,0.2909999999999999,0.5449999999999999,0.7450000000000001,0.4913428571428572,Moderately Sustainable
Nike,Viscose,0.49666666666666665,0.375,0.07925000000000004,0.7575000000000001,0.19500000000000006,0.3806833333333334,Moderately Sustainable
Adidas,Synthetic_Blend,0.5126190476190478,0.1875,0.12949999999999995,0.6675,0.75,0.44942380952380956,Moderately Sustainable
Urban Outfitters,Organic_Cotton,0.5407142857142857,0.9375,0.21425000000000005,0.21500000000000008,0.0,0.3814928571428572,Moderately Sustainable
Adidas,Nylon,0.28571428571428575,0.25,0.16874999999999996,0.6074999999999999,0.0,0.26239285714285715,Moderately Sustainable
Zara,Polyester,0.9978571428571428,0.875,0.4355,0.8500000000000001,0.6000000000000001,0.7516714285714287,Not Sustainable
Nike,Tencel,0.4695238095238095,0.75,0.38625,0.99,0.49,0.6171547619047619,Not Sustainable
Nike,Synthetic_Blend,0.618095238095238,1.0,0.08000000000000007,0.7737499999999999,0.27,0.5483690476190476,Not Sustainable
Nike,Recycled_Poly,0.8611904761904761,0.9375,0.7117500000000001,0.32000000000000006,0.875,0.7410880952380954,Not Sustainable
Forever 21,Microfiber,0.34714285714285714,0.0,0.8867500000000001,0.4675,0.595,0.4592785714285714,Moderately Sustainable
Nike,Microfiber,0.3723809523809524,0.75,0.383,0.22875,0.9550000000000001,0.5378261904761905,Not Sustainable
Adidas,Linen,0.38000000000000006,0.0,0.60025,0.39625,0.41999999999999993,0.3593,Moderately Sustainable
Nike,Synthetic_Blend,0.02523809523809528,0.5,0.034250000000000114,0.8275000000000001,0.3500000000000001,0.3473976190476191,Moderately Sustainable
Urban Outfitters,Microfiber,0.49333333333333335,0.5,0.64025,0.07250000000000001,0.73,0.4872166666666667,Moderately Sustainable
Urban Outfitters,Viscose,0.9561904761904763,0.3125,0.48475,0.95875,0.825,0.7074380952380952,Not Sustainable
Zara,Polyester,0.056190476190476235,0.25,0.7225000000000001,0.9412500000000001,0.22499999999999998,0.43898809523809534,Moderately Sustainable
Zara,Microfiber,0.10928571428571426,0.875,0.6527499999999999,0.90875,0.07500000000000007,0.5241571428571429,Not Sustainable
Zara,Tencel,0.3785714285714286,0.0,0.3405,0.8600000000000001,0.405,0.39681428571428573,Moderately Sustainable
Forever 21,Organic_Cotton,0.027619047619047654,0.75,0.42625,0.85375,0.855,0.5825238095238096,Not Sustainable
Zara,Cotton,0.2876190476190476,0.5,0.08574999999999999,0.21999999999999997,0.565,0.33167380952380954,Moderately Sustainable
Nike,Viscose,0.9857142857142858,0.8125,0.17700000000000005,0.8125,0.9550000000000001,0.7485428571428572,Not Sustainable
Nike,Synthetic_Blend,0.6838095238095239,0.1875,0.3494999999999999,0.59625,0.7250000000000001,0.5084119047619048,Not Sustainable
Forever 21,Linen,0.22666666666666674,0.125,0.18674999999999997,0.9337500000000001,0.10999999999999999,0.31643333333333334,Moderately Sustainable
Nike,Viscose,0.3302380952380953,0.0,0.22249999999999992,0.8162500000000001,0.4750000000000001,0.3687976190476191,Moderately Sustainable
Zara,Cotton,0.3726190476190477,0.25,0.31775,0.0675,0.4850000000000001,0.2985738095238096,Moderately Sustainable
Adidas,Synthetic_Blend,0.6152380952380951,0.8125,0.23124999999999996,0.24,0.345,0.448797619047619,Moderately Sustainable
Adidas,Synthetic_Blend,0.8573809523809524,0.5,0.09450000000000003,0.62625,0.44999999999999996,0.5056261904761905,Not Sustainable
Nike,Organic_Cotton,0.8769047619047619,0.3125,0.03750000000000009,0.74875,0.49,0.49313095238095245,Moderately Sustainable
Forever 21,Viscose,0.8461904761904762,0.6875,0.6615,0.8725,0.365,0.6865380952380953,Not Sustainable
Nike,Tencel,0.5245238095238096,0.125,0.5255000000000001,0.98875,0.2650000000000001,0.48575476190476197,Moderately Sustainable
Adidas,Linen,0.06119047619047624,0.1875,0.52925,0.8425,0.8049999999999999,0.48508809523809526,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.6297619047619047,0.6875,0.57725,0.48249999999999993,0.8400000000000001,0.643402380952381,Not Sustainable
Zara,Organic_Cotton,0.6997619047619048,0.0,0.1625000000000001,0.5387500000000001,0.605,0.401202380952381,Moderately Sustainable
Nike,Wool,0.3647619047619048,0.6875,0.3135000000000001,0.20750000000000002,0.595,0.43365238095238096,Moderately Sustainable
Adidas,Polyester,0.8902380952380953,0.8125,0.7482500000000001,0.51,0.605,0.713197619047619,Not Sustainable
Nike,Organic_Cotton,0.6588095238095237,0.9375,0.69475,0.5125,0.3800000000000001,0.6367119047619048,Not Sustainable
Adidas,Tencel,0.8209523809523809,0.8125,0.7925,0.34375,0.7350000000000001,0.7009404761904762,Not Sustainable
Forever 21,Polyester,0.9988095238095238,0.3125,0.94425,0.38375000000000004,0.76,0.6798619047619047,Not Sustainable
Adidas,Viscose,0.25333333333333335,0.625,0.80725,0.06874999999999998,0.11499999999999999,0.3738666666666667,Moderately Sustainable
Adidas,Organic_Cotton,0.772142857142857,0.3125,0.47150000000000003,0.0,0.8400000000000001,0.47922857142857145,Moderately Sustainable
Adidas,Recycled_Poly,0.5997619047619047,0.125,0.18900000000000006,0.30125,0.26,0.29500238095238096,Moderately Sustainable
Zara,Cotton,0.7297619047619048,0.0,0.48875,0.2037500000000001,0.43999999999999995,0.372452380952381,Moderately Sustainable
Urban Outfitters,Tencel,0.4142857142857143,0.9375,0.68425,0.48124999999999996,0.5900000000000001,0.6214571428571428,Not Sustainable
Zara,Microfiber,0.6207142857142858,0.25,0.4092500000000001,0.98875,0.41500000000000004,0.5367428571428572,Not Sustainable
Urban Outfitters,Viscose,0.1397619047619048,0.6875,0.5,0.85625,0.9450000000000001,0.625702380952381,Not Sustainable
Zara,Cotton,0.3473809523809524,0.4375,0.37775000000000003,0.46250000000000013,0.43500000000000005,0.41202619047619055,Moderately Sustainable
Zara,Viscose,0.7764285714285715,0.125,0.661,0.29374999999999996,0.17500000000000004,0.40623571428571437,Moderately Sustainable
Adidas,Polyester,0.5888095238095237,0.8125,0.09499999999999997,0.4337500000000001,0.49,0.4840119047619048,Moderately Sustainable
Adidas,Microfiber,0.5557142857142858,0.5625,0.39600000000000013,0.86375,0.615,0.5985928571428571,Not Sustainable
Nike,Microfiber,0.3188095238095238,0.75,0.6985000000000001,0.6612500000000001,0.135,0.5127119047619049,Not Sustainable
Zara,Organic_Cotton,0.7888095238095238,0.0,0.1645000000000001,0.4075,0.16000000000000003,0.3041619047619048,Moderately Sustainable
Forever 21,Microfiber,0.02238095238095239,0.9375,0.6695,0.8574999999999999,0.51,0.5993761904761904,Not Sustainable
Zara,Synthetic_Blend,0.5042857142857142,0.1875,0.6180000000000001,0.5762499999999999,0.6400000000000001,0.5052071428571429,Not Sustainable
Urban Outfitters,Organic_Cotton,0.7114285714285713,0.1875,0.8042500000000001,0.22875,0.54,0.49438571428571426,Moderately Sustainable
Urban Outfitters,Wool,0.29309523809523813,0.0,0.345,0.905,0.7550000000000001,0.45961904761904765,Moderately Sustainable
Adidas,Tencel,0.8873809523809524,0.8125,0.0495000000000001,0.59375,0.3600000000000001,0.5406261904761905,Not Sustainable
Zara,Linen,0.7159523809523809,0.0625,0.9105000000000001,0.7662500000000001,0.875,0.6660404761904762,Not Sustainable
Nike,Microfiber,0.5776190476190475,0.0,0.55575,0.34125000000000005,0.22499999999999998,0.3399238095238095,Moderately Sustainable
Nike,Microfiber,0.8711904761904761,0.625,0.3047500000000001,0.81375,0.04500000000000004,0.5319380952380952,Not Sustainable
Zara,Organic_Cotton,0.7726190476190475,0.4375,0.17925000000000013,0.10750000000000004,0.6799999999999999,0.43537380952380944,Moderately Sustainable
Adidas,Recycled_Poly,0.8407142857142857,0.5,0.3534999999999999,0.5862499999999999,0.8800000000000001,0.632092857142857,Not Sustainable
Adidas,Tencel,0.894047619047619,0.0625,0.07824999999999993,0.4175,0.4750000000000001,0.3854595238095238,Moderately Sustainable
Adidas,Viscose,0.7447619047619047,1.0,0.74275,0.09999999999999998,0.42999999999999994,0.6035023809523811,Not Sustainable
Nike,Microfiber,0.043571428571428594,0.3125,0.9730000000000001,0.9550000000000001,0.32499999999999996,0.5218142857142858,Not Sustainable
Zara,Microfiber,0.3735714285714286,0.5,0.31025000000000014,0.7875000000000001,0.655,0.5252642857142857,Not Sustainable
Adidas,Polyester,0.9223809523809523,0.375,0.77875,0.5587500000000001,0.3500000000000001,0.5969761904761905,Not Sustainable
Nike,Tencel,0.7773809523809523,0.3125,0.69425,0.36375,0.345,0.49857619047619045,Moderately Sustainable
Urban Outfitters,Cotton,0.808095238095238,0.25,0.28125,0.34125000000000005,0.5900000000000001,0.4541190476190476,Moderately Sustainable
Nike,Nylon,0.4383333333333334,0.0,0.726,0.41500000000000004,0.28,0.3718666666666667,Moderately Sustainable
Forever 21,Synthetic_Blend,0.8983333333333332,0.8125,0.6500000000000001,0.76125,0.41999999999999993,0.7084166666666667,Not Sustainable
Urban Outfitters,Linen,0.0242857142857143,0.625,0.3487500000000001,0.40874999999999995,0.43999999999999995,0.36935714285714283,Moderately Sustainable
Adidas,Linen,0.41071428571428575,0.3125,0.6890000000000001,0.49875,0.32499999999999996,0.4471928571428572,Moderately Sustainable
Zara,Wool,0.15309523809523812,0.9375,0.5747500000000001,0.4412499999999999,0.10499999999999998,0.4423190476190476,Moderately Sustainable
Forever 21,Organic_Cotton,0.569047619047619,0.625,0.46225000000000005,0.8625,0.595,0.6227595238095238,Not Sustainable
Adidas,Viscose,0.325,0.6875,0.5782499999999999,0.55125,0.53,0.5344,Not Sustainable
Nike,Tencel,0.45761904761904765,0.75,0.9432500000000001,0.6875,0.16500000000000004,0.6006738095238096,Not Sustainable
Forever 21,Nylon,0.7716666666666667,0.375,0.21625000000000005,0.1412500000000001,0.73,0.44683333333333336,Moderately Sustainable
Adidas,Recycled_Poly,0.7966666666666666,0.6875,0.76925,0.2775000000000001,0.5349999999999999,0.6131833333333333,Not Sustainable
Nike,Organic_Cotton,0.20595238095238094,0.625,0.5142500000000001,0.685,0.6799999999999999,0.5420404761904761,Not Sustainable
Adidas,Microfiber,0.9047619047619047,0.5625,0.84575,0.575,0.20000000000000007,0.6176023809523811,Not Sustainable
Urban Outfitters,Synthetic_Blend,0.6514285714285715,0.875,0.6717500000000001,0.21999999999999997,0.8700000000000001,0.6576357142857143,Not Sustainable
Urban Outfitters,Viscose,0.8157142857142856,0.8125,0.19324999999999992,0.81375,0.03500000000000003,0.5340428571428572,Not Sustainable
Adidas,Recycled_Poly,0.9816666666666667,0.125,0.61375,0.73,0.935,0.6770833333333333,Not Sustainable
Zara,Organic_Cotton,0.4873809523809524,0.3125,0.5827500000000001,0.8,0.6000000000000001,0.5565261904761905,Not Sustainable
Zara,Organic_Cotton,0.7592857142857143,1.0,0.8840000000000001,0.24625000000000008,0.20500000000000007,0.6189071428571429,Not Sustainable
Nike,Cotton,0.920952380952381,0.375,0.33024999999999993,0.16874999999999996,0.375,0.4339904761904762,Moderately Sustainable
Zara,Cotton,0.8992857142857142,0.875,0.25075000000000003,0.875,0.77,0.7340071428571429,Not Sustainable
Adidas,Recycled_Poly,0.9754761904761904,0.1875,0.8227500000000001,0.7725,0.41999999999999993,0.6356452380952381,Not Sustainable
Adidas,Linen,0.013333333333333364,0.0625,0.69825,0.86625,0.52,0.4320666666666667,Moderately Sustainable
Urban Outfitters,Microfiber,0.8133333333333332,0.5,0.9045000000000001,0.91625,0.685,0.7638166666666666,Not Sustainable
Forever 21,Wool,0.046190476190476226,0.875,0.4922500000000001,0.92875,0.07500000000000007,0.48343809523809533,Moderately Sustainable
Urban Outfitters,Polyester,0.779047619047619,1.0,0.64425,0.83125,0.56,0.7629095238095238,Not Sustainable
Zara,Nylon,0.5119047619047619,0.1875,0.73925,0.21625000000000005,0.4650000000000001,0.4239809523809524,Moderately Sustainable
Nike,Recycled_Poly,0.9411904761904761,0.375,0.27075000000000005,0.12375000000000003,0.41999999999999993,0.4261380952380952,Moderately Sustainable
Zara,Linen,0.47714285714285715,0.5,0.35050000000000003,0.37749999999999995,0.8800000000000001,0.5170285714285715,Not Sustainable
Nike,Linen,0.536904761904762,0.0625,0.7795000000000001,0.17874999999999996,0.18500000000000005,0.34853095238095244,Moderately Sustainable
Nike,Polyester,0.7233333333333334,0.6875,0.73075,0.37250000000000005,0.3900000000000001,0.5808166666666666,Not Sustainable
Forever 21,Wool,0.9269047619047619,0.875,0.6892500000000001,0.37625,0.19500000000000006,0.6124809523809525,Not Sustainable
Adidas,Viscose,0.7492857142857143,0.5,0.6520000000000001,0.29125,0.03500000000000003,0.44550714285714293,Moderately Sustainable
Forever 21,Synthetic_Blend,0.023333333333333373,0.5,0.37275000000000014,0.9225000000000001,0.6500000000000001,0.4937166666666668,Moderately Sustainable
Urban Outfitters,Linen,0.33214285714285713,0.6875,0.6592500000000001,0.19874999999999998,0.75,0.5255285714285713,Not Sustainable
Nike,Tencel,0.7371428571428571,0.9375,0.6637500000000001,0.21625000000000005,0.6699999999999999,0.6449285714285714,Not Sustainable
Adidas,Linen,0.027619047619047654,0.125,0.35050000000000003,0.2875000000000001,0.395,0.23712380952380957,Highly Sustainable
Adidas,Recycled_Poly,0.23309523809523808,0.375,0.365,0.6375,0.585,0.4391190476190475,Moderately Sustainable
Zara,Tencel,0.3950000000000001,0.6875,0.6799999999999999,0.04125000000000001,0.51,0.46274999999999994,Moderately Sustainable
Zara,Organic_Cotton,0.130952380952381,0.5,0.5665,0.6837500000000001,0.9450000000000001,0.5652404761904762,Not Sustainable
Zara,Polyester,0.4835714285714286,0.4375,0.262,0.94625,0.22999999999999998,0.47186428571428574,Moderately Sustainable
Adidas,Cotton,0.34595238095238096,0.0625,0.62375,0.3400000000000001,0.7050000000000001,0.4154404761904763,Moderately Sustainable
Zara,Cotton,0.25833333333333336,1.0,0.31000000000000005,0.07750000000000001,0.2650000000000001,0.3821666666666667,Moderately Sustainable
Adidas,Viscose,0.9307142857142856,0.875,0.10050000000000003,0.68625,1.0,0.7184928571428572,Not Sustainable
Nike,Wool,0.3830952380952381,0.9375,0.119,0.565,0.10499999999999998,0.4219190476190476,Moderately Sustainable
Adidas,Nylon,0.4192857142857143,0.9375,0.30699999999999994,0.7275,0.010000000000000009,0.48025714285714277,Moderately Sustainable
Urban Outfitters,Nylon,0.3797619047619048,0.875,0.0004999999999999449,0.32125000000000004,0.9650000000000001,0.508302380952381,Not Sustainable
Forever 21,Synthetic_Blend,0.34428571428571436,0.625,0.51925,0.6174999999999999,0.655,0.5522071428571429,Not Sustainable
Nike,Synthetic_Blend,0.48547619047619045,0.625,0.28174999999999994,0.8674999999999999,0.7150000000000001,0.594945238095238,Not Sustainable
Nike,Wool,0.2173809523809524,0.3125,0.49924999999999997,0.007500000000000062,0.405,0.2883261904761905,Moderately Sustainable
Urban Outfitters,Linen,0.3485714285714286,0.125,0.7785,0.5525,0.8600000000000001,0.5329142857142857,Not Sustainable
Zara,Linen,0.3561904761904762,0.375,0.79725,0.13874999999999993,0.9750000000000001,0.5284380952380953,Not Sustainable
Adidas,Synthetic_Blend,0.5954761904761905,0.625,0.7847500000000001,0.67875,0.6000000000000001,0.6567952380952382,Not Sustainable
Nike,Viscose,0.30142857142857143,0.625,0.15999999999999992,0.2450000000000001,0.98,0.4622857142857143,Moderately Sustainable
Adidas,Recycled_Poly,0.30642857142857144,0.625,0.9795,0.6600000000000001,0.605,0.6351857142857142,Not Sustainable
Forever 21,Microfiber,0.44595238095238093,0.5,0.48324999999999996,0.38749999999999996,0.47,0.45734047619047613,Moderately Sustainable
Nike,Organic_Cotton,0.615,0.875,0.31525000000000003,0.54375,0.72,0.6138,Not Sustainable
Urban Outfitters,Polyester,0.10785714285714293,0.8125,0.3620000000000001,0.8262499999999999,0.17500000000000004,0.4567214285714286,Moderately Sustainable
Nike,Polyester,0.4066666666666667,0.5,0.30174999999999996,0.47750000000000004,0.030000000000000027,0.34318333333333334,Moderately Sustainable
Urban Outfitters,Microfiber,0.3888095238095239,0.375,0.63225,0.64375,0.56,0.5199619047619047,Not Sustainable
Zara,Nylon,0.3128571428571429,0.625,0.74,0.61375,0.9199999999999999,0.6423214285714286,Not Sustainable
Urban Outfitters,Polyester,0.9497619047619048,0.4375,0.28675000000000006,0.7762500000000001,0.75,0.6400523809523809,Not Sustainable
Zara,Nylon,0.6683333333333332,0.5,0.5507500000000001,0.4724999999999999,0.56,0.5503166666666666,Not Sustainable
Zara,Linen,0.1442857142857143,0.625,0.79375,0.9375,0.5250000000000001,0.605107142857143,Not Sustainable
Adidas,Viscose,0.39000000000000007,0.125,0.44875,0.31375,0.41500000000000004,0.3385,Moderately Sustainable
Forever 21,Wool,0.5683333333333334,0.0,0.14375000000000004,0.9875,0.9850000000000001,0.5369166666666667,Not Sustainable
Nike,Organic_Cotton,0.4188095238095238,0.3125,0.3287500000000001,0.5987500000000001,0.29000000000000004,0.3897619047619048,Moderately Sustainable
Nike,Organic_Cotton,0.5050000000000001,0.5,0.6180000000000001,0.95625,0.025000000000000022,0.52085,Not Sustainable
Zara,Wool,0.8333333333333333,0.75,0.82525,0.6225,0.06000000000000005,0.6182166666666667,Not Sustainable
Zara,Tencel,0.03142857142857147,0.8125,0.03275000000000006,0.645,0.41500000000000004,0.38733571428571434,Moderately Sustainable
Urban Outfitters,Synthetic_Blend,0.650952380952381,0.125,0.752,0.09625000000000006,0.72,0.4688404761904762,Moderately Sustainable
Forever 21,Nylon,0.30857142857142855,1.0,0.8665,0.11125000000000007,0.73,0.6032642857142857,Not Sustainable
Forever 21,Wool,0.14238095238095244,0.8125,0.83725,0.35375,0.595,0.5481761904761905,Not Sustainable
Adidas,Wool,0.14238095238095244,0.3125,0.6632500000000001,0.7362500000000001,0.42999999999999994,0.4568761904761905,Moderately Sustainable
Forever 21,Microfiber,0.7828571428571429,0.5625,0.00649999999999995,0.7975000000000001,0.4950000000000001,0.5288714285714287,Not Sustainable
Zara,Cotton,0.8330952380952381,0.25,0.2650000000000001,0.2849999999999999,0.7450000000000001,0.47561904761904766,Moderately Sustainable
Nike,Tencel,0.39071428571428574,0.6875,0.9145000000000001,0.915,0.7350000000000001,0.7285428571428572,Not Sustainable
Adidas,Recycled_Poly,0.6016666666666666,0.3125,0.10325000000000006,0.03249999999999997,0.6799999999999999,0.3459833333333333,Moderately Sustainable
Zara,Recycled_Poly,0.6797619047619048,0.125,0.33525000000000005,0.4025000000000001,0.29000000000000004,0.36650238095238097,Moderately Sustainable
Adidas,Cotton,0.3183333333333333,0.8125,0.2775000000000001,0.2975000000000001,0.2749999999999999,0.39616666666666667,Moderately Sustainable
Zara,Recycled_Poly,0.24000000000000005,0.75,0.026000000000000023,0.5675000000000001,0.95,0.5067,Not Sustainable
Urban Outfitters,Polyester,0.8552380952380951,0.75,0.20324999999999993,0.26249999999999996,0.9850000000000001,0.6111976190476189,Not Sustainable
Forever 21,Nylon,0.34142857142857147,1.0,0.935,0.74,0.925,0.7882857142857143,Not Sustainable
Zara,Recycled_Poly,0.23452380952380952,0.9375,0.7582500000000001,0.7737499999999999,0.45500000000000007,0.631804761904762,Not Sustainable
Urban Outfitters,Cotton,0.17690476190476195,1.0,0.36824999999999997,0.6112500000000001,0.32499999999999996,0.4962809523809524,Moderately Sustainable
Zara,Linen,0.014047619047619087,0.75,0.8225,0.5375000000000001,0.51,0.5268095238095238,Not Sustainable
Nike,Organic_Cotton,0.12714285714285717,0.8125,0.9685000000000001,0.83375,0.3800000000000001,0.6243785714285714,Not Sustainable
Zara,Wool,0.9192857142857143,0.0,0.974,0.35125000000000006,0.9299999999999999,0.6349071428571428,Not Sustainable
Nike,Polyester,0.48547619047619045,0.3125,0.5780000000000001,0.011249999999999982,0.16000000000000003,0.3094452380952381,Moderately Sustainable
Adidas,Recycled_Poly,0.07595238095238094,0.0625,0.6105,0.26750000000000007,0.9450000000000001,0.39229047619047624,Moderately Sustainable
Nike,Organic_Cotton,0.809047619047619,0.3125,0.42925000000000013,0.21999999999999997,0.21999999999999997,0.3981595238095238,Moderately Sustainable
Adidas,Wool,0.7119047619047618,0.1875,0.80525,0.20750000000000002,0.03500000000000003,0.3894309523809524,Moderately Sustainable
Adidas,Synthetic_Blend,0.7278571428571428,0.5,0.6367499999999999,0.4099999999999999,0.03500000000000003,0.46192142857142854,Moderately Sustainable
Nike,Polyester,0.06666666666666671,0.25,0.9355,0.52125,0.05500000000000005,0.3656833333333333,Moderately Sustainable
Urban Outfitters,Viscose,0.33095238095238094,0.3125,0.10250000000000004,0.018750000000000044,0.44500000000000006,0.2419404761904762,Highly Sustainable
Zara,Microfiber,0.2190476190476191,0.9375,0.47550000000000003,0.53125,0.685,0.5696595238095239,Not Sustainable
Adidas,Viscose,0.6073809523809524,0.9375,0.48075,0.3287500000000001,0.16000000000000003,0.5028761904761906,Not Sustainable
Forever 21,Organic_Cotton,0.1878571428571429,0.9375,0.5045,0.9575,0.73,0.6634714285714286,Not Sustainable
Adidas,Cotton,0.2530952380952381,0.25,0.23075,0.84375,0.10499999999999998,0.3365190476190476,Moderately Sustainable
Urban Outfitters,Synthetic_Blend,0.20523809523809527,0.4375,0.23150000000000004,0.32000000000000006,0.235,0.2858476190476191,Moderately Sustainable
Nike,Organic_Cotton,0.5202380952380952,0.25,0.33575,0.54,0.4750000000000001,0.42419761904761905,Moderately Sustainable
Adidas,Viscose,0.7509523809523808,0.0625,0.81325,0.25249999999999995,0.22999999999999998,0.4218404761904761,Moderately Sustainable
Adidas,Wool,0.46380952380952384,0.3125,0.40625,0.4125000000000001,0.010000000000000009,0.3210119047619048,Moderately Sustainable
Urban Outfitters,Linen,0.36619047619047623,0.75,0.46275,0.27374999999999994,0.5800000000000001,0.48653809523809527,Moderately Sustainable
Nike,Tencel,0.22976190476190478,0.5,0.671,0.9824999999999999,0.655,0.6076523809523809,Not Sustainable
Nike,Recycled_Poly,0.665,0.9375,0.7905,0.7025000000000001,0.5800000000000001,0.7351,Not Sustainable
Zara,Wool,0.5126190476190478,0.125,0.8005,0.4675,0.5449999999999999,0.4901238095238096,Moderately Sustainable
Zara,Tencel,0.18428571428571433,0.4375,0.9982500000000001,0.585,0.14,0.46900714285714296,Moderately Sustainable
Forever 21,Synthetic_Blend,0.6778571428571427,0.5625,0.46324999999999994,0.5575000000000001,0.7050000000000001,0.5932214285714286,Not Sustainable
Forever 21,Recycled_Poly,0.9964285714285714,0.375,0.14500000000000002,0.8700000000000001,0.28,0.5332857142857144,Not Sustainable
Adidas,Organic_Cotton,0.295952380952381,1.0,0.5375000000000001,0.06000000000000005,0.6799999999999999,0.5146904761904763,Not Sustainable
Forever 21,Cotton,0.32523809523809527,0.6875,0.1625000000000001,0.12749999999999995,0.8700000000000001,0.43454761904761907,Moderately Sustainable
Forever 21,Cotton,0.8269047619047618,0.375,0.2849999999999999,0.0625,0.51,0.41188095238095235,Moderately Sustainable
Urban Outfitters,Tencel,0.9292857142857143,0.875,0.3295000000000001,0.17375000000000007,0.9199999999999999,0.645507142857143,Not Sustainable
Zara,Nylon,0.6076190476190475,0.375,0.9450000000000001,0.93875,0.78,0.7292738095238095,Not Sustainable
Zara,Polyester,0.27357142857142863,0.25,0.4922500000000001,0.20500000000000007,0.9750000000000001,0.43916428571428573,Moderately Sustainable
Urban Outfitters,Recycled_Poly,0.7626190476190475,0.375,0.25449999999999995,0.4475,0.08999999999999997,0.3859238095238095,Moderately Sustainable
